央视频道,#genre#
求索生活,http://nas.zyylover.homes:35455/itv/2000000004000000008.m3u8?cdn=hnbblive
求索动物,http://nas.zyylover.homes:35455/itv/2000000004000000009.m3u8?cdn=hnbblive
爱上4K,http://wouu.net:9977/udp/239.93.0.97:5140
华数4K,http://nas.zyylover.homes:35455/itv/2000000004000000014.m3u8?cdn=hnbblive
纯享4K,http://nas.zyylover.homes:35455/itv/1000000004000011651.m3u8?cdn=ystenlive
纪实科教8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
中国天气,http://nas.zyylover.homes:35455/itv/5000000005000031974.m3u8?cdn=bestzb
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
1905电影网,http://php.jdshipin.com:8880/1905.php?id=1905dy
漫威电影,http://zzy789.xyz/douyu1.php?id=6140589
豆瓣电影,http://zzy789.xyz/douyu1.php?id=8770422
淘电影,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND&GuardEncType=2
淘剧场,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7EQ8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk%7EExtInfo9bj61dxzlMXrsixrqcFYPg%2CEND&GuardEncType=2
精彩影视,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/6000000006000320630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000320630&livemode=1&stbId=YanG-1989
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8
纪实科教,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000001000001910/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001910&livemode=1&stbId=YanG-1989
金鹰纪实,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031203/index.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=YanG-1989
茶频道,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031209/index.m3u8?channel-id=bestzb&Contentid=5000000011000031209&livemode=1&stbId=YanG-1989
快乐垂钓,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031206/index.m3u8?channel-id=bestzb&Contentid=5000000011000031206&livemode=1&stbId=YanG-1989
劲爆体育,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000002000029972/index.m3u8?channel-id=bestzb&Contentid=5000000002000029972&livemode=1&stbId=YanG-1989
五星体育,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=YanG-1989
上海第一财经,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000010000027146/index.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=YanG-1989
上海纪实人文,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000004000010282/index.m3u8?channel-id=bestzb&Contentid=5000000004000010282&livemode=1&stbId=3
哒啵赛事,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000001000003775/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003775&livemode=1&stbId=YanG-1989
哒啵电竞,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000006000032327/index.m3u8?channel-id=ystenlive&Contentid=1000000006000032327&livemode=1&stbId=YanG-1989
黑莓电影,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000019624/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019624&livemode=1&stbId=YanG-1989
黑莓动画,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000021734/index.m3u8?channel-id=ystenlive&Contentid=1000000004000021734&livemode=1&stbId=YanG-1989
魅力足球,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031207/index.m3u8?channel-id=bestzb&Contentid=5000000011000031207&livemode=1&stbId=YanG-1989
乐游,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031112/index.m3u8?channel-id=bestzb&Contentid=5000000011000031112&livemode=1&stbId=YanG-1989
欢笑剧场,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000002000009455/index.m3u8?channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=YanG-1989
法治天地,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/9001547084732463424/index.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=YanG-1989
七彩戏剧,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281
动漫秀场,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031113/index.m3u8?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=YanG-1989
游戏风云,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031114/index.m3u8?channel-id=bestzb&Contentid=5000000011000031114&livemode=1&stbId=YanG-1989
生活时尚,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000002000019634/index.m3u8?channel-id=bestzb&Contentid=5000000002000019634&livemode=1&stbId=YanG-1989
都市剧场,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031111/index.m3u8?channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=YanG-1989
金色学堂,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000010000026105/index.m3u8?channel-id=bestzb&Contentid=5000000010000026105&livemode=1&stbId=YanG-1989
健康养生,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000288006/index.m3u8?channel-id=bestzb&Contentid=5000000011000288006&livemode=1&stbId=YanG-1989
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
足球频道,http://nmglive.imfc.cn/5n1r1c/182396.m3u8
睛彩篮球,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000020000011529/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=YanG-1989
睛彩竞技,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000020000011528/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011528&livemode=1&stbId=YanG-1989
睛彩青少,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000020000011525/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=YanG-1989
睛彩广场舞,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/3000000020000011523/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=YanG-1989
港澳台频道,#genre#
凤凰中文,http://ali.hlspull.yximgs.com/live/diyp_fh2.flv
凤凰资讯,http://ali.hlspull.yximgs.com/live/diyp_fh1.flv
凤凰香港,http://ali.hlspull.yximgs.com/live/diyp_fh3.flv
凤凰电影,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳视澳门,http://cdn.132.us.kg/live/asam/stream.m3u8
澳亚卫视,http://cdn.132.us.kg/live/as/stream.m3u8
莲花卫视,http://php.jdshipin.com:8880/amlh.php
无线新闻,http://ali.hlspull.yximgs.com/live/d2331250dd26e1f49447324dcd5b7c68.flv
无线星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
娱乐新闻,http://ali.hlspull.yximgs.com/live/6425965d63a08c85ca806bfcc8c75cf4.flv
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://cdn.132.us.kg/live/fct4k/stream.m3u8
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
明珠台,http://mzitv.cn:32/tsfile/live/1017_1.m3u8
TVBJ1,http://cdn3.132.us.kg/live/j1/stream.m3u8
TVBJ2,http://cdn.132.us.kg/live/tvbp/stream.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星光影视,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
中视,rtmp://f13h.mine.nu/sat/tv091
台视,rtmp://f13h.mine.nu/sat/tv071
民视,rtmp://f13h.mine.nu/sat/tv051
华视,rtmp://f13h.mine.nu/sat/tv111
台视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv051
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009
华视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv052
中视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv074
三立新闻,https://epg.pw/stream/6b49e3faa38adda85abab446f032dc1e686baa0760a9cfa66e2df8fd6fe3b445.m3u8
非凡新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv010
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森财经,http://litv.zapi.us.kg/?id=4gtv-4gtv153
民视新闻台,http://litv.zapi.us.kg/?id=litv-ftv13
民视台湾台,http://litv.zapi.us.kg/?id=4gtv-4gtv001
民视第一台,http://litv.zapi.us.kg/?id=4gtv-4gtv003
民视综艺台,http://litv.zapi.us.kg/?id=4gtv-4gtv004
民视影剧台,http://litv.zapi.us.kg/?id=litv-ftv09
中天亚洲台,http://livetv.skycf.eu.org/live.m3u8?c=3
中视菁采,http://litv.zapi.us.kg/?id=4gtv-4gtv064
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
MOMOTV,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
纬来音乐台,rtmp://f13h.mine.nu/sat/tv701
纬来精采台,http://61.221.215.25:8800/hls/48/index.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大立电视台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS欢乐台,http://litv.zapi.us.kg/?id=4gtv-4gtv068
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
人间卫视,https://stream1.freetv.fun/05b9099bef592e55129817a0f82b4cc60378970bc856b993ae9e330e85f4351f.m3u8
八大戏剧HD,http://61.221.215.25:8800/hls/39/index.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
CAT电影,http://litv.zapi.us.kg/?id=4gtv-4gtv076
数位电影,http://litv.zapi.us.kg/?id=4gtv-4gtv011
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
靖天电影,http://litv.zapi.us.kg/?id=4gtv-4gtv061
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
HOY TV,http://cdn.132.us.kg/live/hoy/stream.m3u8
凤凰中文,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
港澳台AKTV,#genre#
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
28 AI 智慧賽馬,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
Channel 5 HD,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
Channel U HD,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
中天亞洲台,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天新聞台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中視,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
千禧經典台,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
娛樂新聞台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
寰宇新聞台,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
日本全天新聞,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
明珠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
無線新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
翡翠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
華視,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
Now星影台,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
Now星影台,http://aktv.top/AKTV/live/aktv2/now-1/AKTV.m3u8
无线新闻台(北美),http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
東森新聞,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
亞洲新聞台,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
AXN,http://aktv.top/AKTV/live/aktv2/axn/AKTV.m3u8
i-Fun 動漫台,http://aktv.top/AKTV/live/aktv2/ifun/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv2/lovenaturehd/AKTV.m3u8
viutv 99,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
viutv6 96,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv2/zoomoo/AKTV.m3u8
Animax(HK),http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
Astro AEC,http://aktv.top/AKTV/live/aktv3/astroaec/AKTV.m3u8
Astro AOD,http://aktv.top/AKTV/live/aktv3/astroaod/AKTV.m3u8
Astro iQIYI,http://aktv.top/AKTV/live/aktv3/astroiqiyi/AKTV.m3u8
Astro QJ,http://aktv.top/AKTV/live/aktv3/astroqj/AKTV.m3u8
Astro Xing He,http://aktv.top/AKTV/live/aktv3/astroxinghe/AKTV.m3u8
DW,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
France 24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
KIX,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
NHK World-Japan,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
NHK東京総合,http://aktv.top/AKTV/live/aktv3/nhk/AKTV.m3u8
Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
纬来体育台,http://aktv.top/AKTV/live/aktv3/null-1/AKTV.m3u8
动画频道,#genre#
卡酷少儿,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000265008/index.m3u8?channel-id=bestzb&Contentid=5000000011000265008&livemode=1&stbId=YanG-1989
金鹰卡通,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000006000040024/index.m3u8?channel-id=bestzb&Contentid=5000000006000040024&livemode=1&stbId=YanG-1989
优漫卡通,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000002000010063/index.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=3
哈哈炫动,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031123/index.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=YanG-1989
嘉佳卡通,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000002000025964/index.m3u8?channel-id=ystenlive&Contentid=1000000002000025964&livemode=1&stbId=3
黑莓动画,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000021734/index.m3u8?channel-id=ystenlive&Contentid=1000000004000021734&livemode=1&stbId=YanG-1989
动漫秀场,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000031113/index.m3u8?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=YanG-1989
iHOT爱动漫,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/2000000004000000059/index.m3u8?&channel-id=hnbblive&Contentid=2000000004000000059&livemode=1&stbId=YanG-1989
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
河北少儿,http://tv.pull.hebtv.com/jishi/shaoerkejiao.m3u8?t=2510710360&k=4ff4446adf3cce3de40dd013255b38b2
